systype,sysid,description,default_string,translation,context
12,766,"Azure Active Directory - An Agent can be made active/inactive based on the Roles they are assigned during an import. Choose which Roles should make an Agent active, and if they are not assigned any of these Roles during an import, they will be made inactive.","An $#Technician can be made active/inactive based on the $#Roles they are assigned during an import. Choose which $#Roles should make an $#Technician active, and if they are not assigned any of these $#Roles during an import, they will be made inactive.","An $#Technician can be made active/inactive based on the $#Roles they are assigned during an import. Choose which $#Roles should make an $#Technician active, and if they are not assigned any of these $#Roles during an import, they will be made inactive.",
12,767,Azure Active Directory - Licence Management,Licence Management,Licence Management,
12,768,Azure Active Directory - Roles that make an account active,$#Roles that make an account active,$#Roles that make an account active,
12,769,Azure Active Directory - The Agent account will be automatically disabled if the accountEnabled property of the Azure User is false.,The $#Technician account will be automatically disabled if the accountEnabled property of the Azure $#User is false.,The $#Technician account will be automatically disabled if the accountEnabled property of the Azure $#User is false.,
12,770,Module - Azure Automation,Azure Automation,Azure Automation,
12,771,Azure Active Directory - Application Tenant Type,Application Tenant Type,Application Tenant Type,
12,772,Azure Active Directory - Single Tenant,Single Tenant,Single Tenant,
12,773,Azure Active Directory - Multi Tenant,Multi Tenant,Multi Tenant,
12,774,"Azure Active Directory - Multi tenant applications are for single sign-on only. To import from multiple Azure tenants, create a single tenant application in each Azure tenant and connect to each application separately in NetHelpDesk.","Multi tenant applications are for single sign-on only. To import from multiple Azure tenants, create a single tenant application in each Azure tenant and connect to each application separately in NetHelpDesk.","Multi tenant applications are for single sign-on only. To import from multiple Azure tenants, create a single tenant application in each Azure tenant and connect to each application separately in NetHelpDesk.",
12,775,Azure Active Directory - Allowed Tenants,Allowed Tenants,Allowed Tenants,
12,776,Azure Active Directory - Add the tenant ids of all Azure tenants that can sign in using this application,Add the tenant ids of all Azure tenants that can sign in using this application,Add the tenant ids of all Azure tenants that can sign in using this application,
12,777,Azure Automation Integration - Start a Runbook,Start a Runbook,Start a Runbook,
12,778,Azure Automation Integration - Azure Automation Webhook,Azure Automation Webhook,Azure Automation Webhook,
12,779,Azure Automation Integration - Runbook Name,Runbook Name,Runbook Name,
12,780,Azure Automation Integration - Runbook to Start,Runbook to Start,Runbook to Start,
12,781,Azure Automation Integration - Webhook URL,Webhook URL,Webhook URL,
12,782,"Azure Automation Integration - Open a published runbook in the Azure portal and select ""Add webhook"". Follow the steps to create a webhook, and copy the generated url into this field.","Open a published runbook in the Azure portal and select ""Add webhook"". Follow the steps to create a webhook, and copy the generated url into this field.","Open a published runbook in the Azure portal and select ""Add webhook"". Follow the steps to create a webhook, and copy the generated url into this field.",
12,783,Azure Automation Integration - Request Details,Request Details,Request Details,
12,784,Azure Automation Integration - The body of the request that is sent to start the runbook can be customised to include details from the ticket. Select which fields should be included in the body of the request below.,The body of the request that is sent to start the runbook can be customised to include details from the $#request. Select which fields should be included in the body of the request below.,The body of the request that is sent to start the runbook can be customised to include details from the $#request. Select which fields should be included in the body of the request below.,
12,785,Word - Key,Key,Key,
12,786,Azure Automation Integration - This value is the property name that gets added to the body of the request.,This value is the property name that gets added to the body of the request.,This value is the property name that gets added to the body of the request.,
12,787,Azure Automation Integration - Choose a Ticket ID to generate a preview of the request that will be sent to start the runbook.,Choose a $#request ID to generate a preview of the request that will be sent to start the runbook.,Choose a $#request ID to generate a preview of the request that will be sent to start the runbook.,
12,788,Azure Automation Integration - Sample Body,Sample Body,Sample Body,
12,789,Word - Go,Go,Go,
12,790,Azure Automation Integration - Invalid Ticket ID,Invalid $#Request ID,Invalid $#Request ID,
12,791,Azure Automation Integration - Request Preview,Request Preview,Request Preview,
12,792,Azure Automation Integration - Sample Headers,Sample Headers,Sample Headers,
12,793,"Azure Automation Integration - If a field from a custom table is included, the values from the custom table will be added to the body as an array.","If a field from a custom table is included, the values from the custom table will be added to the body as an array.","If a field from a custom table is included, the values from the custom table will be added to the body as an array.",
12,794,Azure Automation Integration - Send Webhook,Send Webhook,Send Webhook,
12,795,Azure Automation Integration - Sending Webhook,Sending Webhook,Sending Webhook,
12,796,Azure Automation Integration - Delivered successfully,Delivered successfully,Delivered successfully,
12,797,Azure Automation Integration - Webhook delivery failed,Webhook delivery failed,Webhook delivery failed,
12,798,Azure Automation Integration - see the deliveries tab for more information,see the deliveries tab for more information,see the deliveries tab for more information,
12,799,Azure Automation Integration - Runbook started successfully,Runbook started successfully,Runbook started successfully,
12,800,Azure Automation Integration - Job Ids,Job Ids,Job Ids,
12,801,Azure Automation Integration - Start Runbook,Start Runbook,Start Runbook,
12,802,Azure Automation Integration - Response status,Response status,Response status,
12,803,Xero Integration - Item Code (Sales),Item Code (Sales),Item Code (Sales),
12,804,Xero Integration - Item Code (Purchases),Item Code (Purchases),Item Code (Purchases),
12,805,Xero Integration - Making a Customer inactive in Halo will archive them in Xero. Deleting an Invoice in Halo will delete the invoice in Xero if it has not yet been approved.,Making a $#Client inactive in Halo will archive them in Xero. Deleting an Invoice in Halo will delete the invoice in Xero if it has not yet been approved.,Making a $#Client inactive in Halo will archive them in Xero. Deleting an Invoice in Halo will delete the invoice in Xero if it has not yet been approved.,
